OTU_ID,NCBI_SuperKingdom,NCBI_Phylum,NCBI_Class,NCBI_Order,NCBI_Family,NCBI_Genus,NCBI_Species,GBIFkingdom,GBIFphylum,GBIFclass,GBIForder,GBIFfamily,GBIFgenus,GBIFspecies,vernacularName
OTU159,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1590,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1591,Eukaryota,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,Fungi
OTU1592,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1593,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1594,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1595,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1596,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1597,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1598,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1599,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU16,Eukaryota,Streptophyta,Magnoliopsida,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,NA,NA,NA,NA,Dicots
OTU160,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1600,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,Chromista,Ochrophyta,NA,NA,NA,NA,NA,Yellow-Green Algae
OTU1601,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1602,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1603,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1604,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1605,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1606,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1607,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1608,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1609,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU161,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1610,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1611,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1612,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1613,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1614,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1615,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1616,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1617,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1618,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1619,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU162,Eukaryota,Chordata,Actinopteri,Cypriniformes,Xenocyprididae,NA,NA,Animalia,Chordata,NA,Cypriniformes,Xenocyprididae,NA,NA,Bony Fishes
OTU1620,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1621,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1622,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1623,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Marasmius crinisequi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Marasmius crinis-equi,Fungi
OTU1624,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1625,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1626,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1627,Eukaryota,NA,NA,NA,NA,Chrysoparadoxa,Chrysoparadoxa australica,Chromista,Ochrophyta,NA,NA,Chrysoparadoxaceae,Chrysoparadoxa,Chrysoparadoxa australica,Yellow-Green Algae
OTU1628,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1629,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU163,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1630,Eukaryota,Arthropoda,NA,NA,NA,NA,NA,Animalia,Arthropoda,NA,NA,NA,NA,NA,Arthropods
OTU1631,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1632,Eukaryota,Arthropoda,NA,NA,NA,NA,NA,Animalia,Arthropoda,NA,NA,NA,NA,NA,Arthropods
OTU1633,Eukaryota,Streptophyta,Magnoliopsida,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,NA,NA,NA,NA,Dicots
OTU1634,Eukaryota,Oomycota,NA,Peronosporales,Peronosporaceae,Pseudoperonospora,NA,Chromista,Oomycota,Peronosporea,Peronosporales,Peronosporaceae,Pseudoperonospora,NA,Oomycetes
OTU1635,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1636,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1637,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1638,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1639,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU164,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1640,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1641,Eukaryota,Oomycota,NA,NA,NA,NA,NA,Chromista,Oomycota,NA,NA,NA,NA,NA,Oomycetes
OTU1642,Eukaryota,Arthropoda,NA,NA,NA,NA,NA,Animalia,Arthropoda,NA,NA,NA,NA,NA,Arthropods
OTU1643,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1644,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1645,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1646,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1647,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1648,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1649,Eukaryota,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Red Algae
OTU165,Eukaryota,Oomycota,NA,NA,NA,NA,NA,Chromista,Oomycota,NA,NA,NA,NA,NA,Oomycetes
OTU1650,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1651,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1652,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1653,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1654,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1655,Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,Chlorella heliozoae,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,NA,Green Algae
OTU1656,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1657,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1658,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,Fungi
OTU1659,Eukaryota,Arthropoda,Insecta,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,Insects
OTU166,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1660,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1661,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1662,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1663,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1664,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1665,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1666,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1667,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1668,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1669,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU167,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1670,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1671,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1672,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1673,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1674,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1675,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1676,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1677,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1678,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1679,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU168,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1680,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1681,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1682,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1683,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1684,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1685,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1686,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1687,Eukaryota,Arthropoda,NA,NA,NA,NA,NA,Animalia,Arthropoda,NA,NA,NA,NA,NA,Arthropods
OTU1688,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1689,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU169,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1690,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1691,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1692,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1693,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1694,Eukaryota,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Red Algae
OTU1695,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1696,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1697,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1698,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1699,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU17,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU170,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1700,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1701,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1702,Eukaryota,Arthropoda,NA,NA,NA,NA,NA,Animalia,Arthropoda,NA,NA,NA,NA,NA,Arthropods
OTU1703,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1704,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1705,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1706,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1707,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1708,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1709,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU171,Eukaryota,Oomycota,NA,Saprolegniales,Saprolegniaceae,NA,NA,Chromista,Oomycota,Peronosporea,Saprolegniales,Saprolegniaceae,NA,NA,Oomycetes
OTU1710,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1711,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1712,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1713,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1714,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1715,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1716,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1717,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1718,Eukaryota,Arthropoda,Insecta,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,Insects
OTU1719,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU172,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1720,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1721,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1722,Eukaryota,Oomycota,NA,Peronosporales,Peronosporaceae,NA,NA,Chromista,Oomycota,Peronosporea,Peronosporales,Peronosporaceae,NA,NA,Oomycetes
OTU1723,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1724,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1725,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1726,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1727,Eukaryota,Discosea,Flabellinia,NA,Vannellidae,Vannella,NA,Protozoa,Amoebozoa,Discosea,Vannellida,Vannellidae,Vannella,NA,Amoebas
OTU1728,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1729,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU173,Eukaryota,Evosea,Eumycetozoa,Stemonitida,Stemonitidae,Stemonitis,Stemonitis flavogenita,Protozoa,Mycetozoa,Myxomycetes,Stemonitidales,Stemonitidae_Stemonitidaceae,Stemonitis,Stemonitis flavogenita,Slime Molds
OTU1730,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1731,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1732,Eukaryota,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Red Algae
OTU1733,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1734,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1735,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1736,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1737,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1738,Eukaryota,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,NA,NA,Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,NA,NA,Arachnids
OTU1739,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU174,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1740,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1741,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1742,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1743,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1744,Eukaryota,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Red Algae
OTU1745,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1746,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1747,Eukaryota,Arthropoda,NA,NA,NA,NA,NA,Animalia,Arthropoda,NA,NA,NA,NA,NA,Arthropods
OTU1748,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1749,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU175,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1750,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1751,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1752,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1753,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1754,Eukaryota,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,Fungi
OTU1755,Eukaryota,NA,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Rosenvingea,Rosenvingea intricata,Chromista,Ochrophyta,Phaeophyceae,Scytosiphonales_Ectocarpales,Scytosiphonaceae,Rosenvingea,Rosenvingea intricata,Brown Algae
OTU1756,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1757,Eukaryota,Chlorophyta,NA,NA,Pycnococcaceae,Pycnococcus,Pycnococcus provasolii,Plantae,Chlorophyta,Prasinophyceae,Pseudoscourfieldiales,Pycnococcaceae,Pycnococcus,NA,Green Algae
OTU1758,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,NA,Animalia,Chordata,NA,Scorpaeniformes_Perciformes,Sebastidae,Sebastes,NA,Bony Fishes
OTU1759,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU176,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1760,Eukaryota,Oomycota,NA,NA,NA,NA,NA,Chromista,Oomycota,NA,NA,NA,NA,NA,Oomycetes
OTU1761,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1762,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1763,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1764,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1765,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1766,Eukaryota,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Red Algae
OTU1767,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1768,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1769,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU177,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1770,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1771,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
OTU1772,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown Eukaryotes
