OTU_ID	NCBI_SuperKingdom	NCBI_Phylum	NCBI_Class	NCBI_Order	NCBI_Family	NCBI_Genus	NCBI_Species	lowest_taxa_annotation	kingdom	phylum	class	order	family	genus	species	scientificName	taxonRank	verbatimIdentification
162	OTU1143	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
163	OTU1144	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
164	OTU1145	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
165	OTU1146	Eukaryota	Oomycota		Pythiales	Pythiaceae	Pythium		Pythium	Chromista	Oomycota	Peronosporea	Peronosporales	Pythiaceae	Pythium		Pythium Pringsheim, 1858	genus	NCBI_annotation|do:Eukaryota|p:Oomycota|c:NA|o:Pythiales|f:Pythiaceae|g:Pythium|s:NA
166	OTU1147	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
167	OTU1148	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
168	OTU1149	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
169	OTU115	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
170	OTU1150	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
171	OTU1151	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
172	OTU1152	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
173	OTU1153	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
174	OTU1154	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
175	OTU1155	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
176	OTU1156	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
177	OTU1157	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
178	OTU1158	Eukaryota	Arthropoda						Arthropoda	Animalia	Arthropoda						Arthropoda	phylum	NCBI_annotation|do:Eukaryota|p:Arthropoda|c:NA|o:NA|f:NA|g:NA|s:NA
179	OTU1159	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
180	OTU116	Eukaryota		Chrysophyceae	Chromulinales	Chromulinaceae	Spumella	Spumella_vulgaris	Spumella_vulgaris	Chromista	Ochrophyta	Chrysophyceae	Ochromonadales	Chromulinaceae	Spumella	Spumella vulgaris	Spumella vulgaris Cienkowski, 1870	species	NCBI_annotation|do:Eukaryota|p:NA|c:Chrysophyceae|o:Chromulinales|f:Chromulinaceae|g:Spumella|s:Spumella_vulgaris
181	OTU1160	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
182	OTU1161	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
183	OTU1162	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
184	OTU1163	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
185	OTU1164	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
186	OTU1165	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
187	OTU1166	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
188	OTU1167	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
189	OTU1168	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
190	OTU1169	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
191	OTU117	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
192	OTU1170	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
193	OTU1171	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
194	OTU1172	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
195	OTU1173	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
196	OTU1174	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
197	OTU1175	Eukaryota	Bryozoa	Phylactolaemata		Lophopodidae	Asajirella	Asajirella_gelatinosa	Asajirella_gelatinosa	Animalia	Bryozoa	Phylactolaemata	Plumatellida	Lophopodidae	Asajirella	Asajirella gelatinosa	Asajirella gelatinosa (Oka, 1891)	species	NCBI_annotation|do:Eukaryota|p:Bryozoa|c:Phylactolaemata|o:NA|f:Lophopodidae|g:Asajirella|s:Asajirella_gelatinosa
198	OTU1176	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
199	OTU1177	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
200	OTU1178	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
201	OTU1179	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
202	OTU118	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
203	OTU1180	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
204	OTU1181	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
205	OTU1182	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
206	OTU1183	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
207	OTU1184	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
208	OTU1185	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	Solieriaceae			Solieriaceae	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Solieriaceae			Solieriaceae	family	NCBI_annotation|do:Eukaryota|p:Rhodophyta|c:Florideophyceae|o:Gigartinales|f:Solieriaceae|g:NA|s:NA
209	OTU1186	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
210	OTU1187	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae			Rhodomelaceae	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae			Rhodomelaceae	family	NCBI_annotation|do:Eukaryota|p:Rhodophyta|c:Florideophyceae|o:Ceramiales|f:Rhodomelaceae|g:NA|s:NA
211	OTU1188	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
212	OTU1189	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
213	OTU119	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
214	OTU1190	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
215	OTU1191	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
216	OTU1192	Eukaryota	Basidiomycota	Agaricomycetes					Agaricomycetes	Fungi	Basidiomycota	Agaricomycetes					Agaricomycetes	class	NCBI_annotation|do:Eukaryota|p:Basidiomycota|c:Agaricomycetes|o:NA|f:NA|g:NA|s:NA
217	OTU1193	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
218	OTU1194	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira pseudonana	Thalassiosira pseudonana	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira pseudonana	Thalassiosira pseudonana Hasle & Heimdal, 1970	species	NCBI_annotation|do:Eukaryota|p:Bacillariophyta|c:Coscinodiscophyceae|o:Thalassiosirales|f:Thalassiosiraceae|g:Thalassiosira|s:Thalassiosira pseudonana
219	OTU1195	Eukaryota	Cnidaria	Anthozoa	Actiniaria	Diadumenidae	Diadumene		Diadumene	Animalia	Cnidaria	Anthozoa	Actiniaria	Diadumenidae	Diadumene		Diadumene Stephenson, 1920	genus	NCBI_annotation|do:Eukaryota|p:Cnidaria|c:Anthozoa|o:Actiniaria|f:Diadumenidae|g:Diadumene|s:NA
220	OTU1196	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
221	OTU1197	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
222	OTU1198	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira		Thalassiosira	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira		Thalassiosira P.T.Cleve, 1873	genus	NCBI_annotation|do:Eukaryota|p:Bacillariophyta|c:Coscinodiscophyceae|o:Thalassiosirales|f:Thalassiosiraceae|g:Thalassiosira|s:NA
223	OTU1199	Eukaryota	Blastocladiomycota						Blastocladiomycota	Fungi	Blastocladiomycota						Blastocladiomycota	phylum	NCBI_annotation|do:Eukaryota|p:Blastocladiomycota|c:NA|o:NA|f:NA|g:NA|s:NA
224	OTU12	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
225	OTU120	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
226	OTU1200	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
227	OTU1201	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
228	OTU1202	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
229	OTU1203	Eukaryota	Chordata	Actinopteri	Cypriniformes				Cypriniformes	Animalia	Chordata		Cypriniformes				Cypriniformes	order	NCBI_annotation|do:Eukaryota|p:Chordata|c:Actinopteri|o:Cypriniformes|f:NA|g:NA|s:NA
230	OTU1204	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
231	OTU1205	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
232	OTU1206	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
233	OTU1207	Eukaryota	Discosea	Flabellinia		Vannellidae	Clydonella	Clydonella_sawyeri	Clydonella_sawyeri	Protozoa	Amoebozoa	Discosea	Vannellida	Vannellidae	Clydonella	Clydonella sawyeri	Clydonella sawyeri Kudryavtsev & Volkova, 2018	species	NCBI_annotation|do:Eukaryota|p:Discosea|c:Flabellinia|o:NA|f:Vannellidae|g:Clydonella|s:Clydonella_sawyeri
234	OTU1208	Eukaryota		Bigyra	Bicosoecida		Cafileria	Cafileria_marina	Cafileria_marina	Animalia					Cafileria	Cafileria marina	Cafileria marina Dagmar Jirsová, Füssy, Richtová, Gruber & Oborník, 2019	species	NCBI_annotation|do:Eukaryota|p:NA|c:Bigyra|o:Bicosoecida|f:NA|g:Cafileria|s:Cafileria_marina
235	OTU1209	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
236	OTU121	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Paraliales	Paraliaceae	Paralia	Paralia sulcata	Paralia sulcata	Chromista	Ochrophyta	Bacillariophyceae	Paraliales	Paraliaceae	Paralia	Paralia sulcata	Paralia sulcata (Ehrenberg) Cleve, 1873	species	NCBI_annotation|do:Eukaryota|p:Bacillariophyta|c:Coscinodiscophyceae|o:Paraliales|f:Paraliaceae|g:Paralia|s:Paralia sulcata
237	OTU1210	Eukaryota	Arthropoda	Insecta	Hemiptera	Aphididae			Aphididae	Animalia	Arthropoda	Insecta	Hemiptera	Aphididae			Aphididae	family	NCBI_annotation|do:Eukaryota|p:Arthropoda|c:Insecta|o:Hemiptera|f:Aphididae|g:NA|s:NA
238	OTU1211	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
239	OTU1212	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
240	OTU1213	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
241	OTU1214	Eukaryota	Rhodophyta	Florideophyceae	Batrachospermales	Psilosiphonaceae	Psilosiphon	Psilosiphon scoparius	Psilosiphon scoparius	Plantae	Rhodophyta	Florideophyceae	Batrachospermales	Psilosiphonaceae	Psilosiphon	Psilosiphon scoparius	Psilosiphon scoparius Entwisle, 1989	species	NCBI_annotation|do:Eukaryota|p:Rhodophyta|c:Florideophyceae|o:Batrachospermales|f:Psilosiphonaceae|g:Psilosiphon|s:Psilosiphon scoparius
242	OTU1215	Eukaryota	Arthropoda						Arthropoda	Animalia	Arthropoda						Arthropoda	phylum	NCBI_annotation|do:Eukaryota|p:Arthropoda|c:NA|o:NA|f:NA|g:NA|s:NA
243	OTU1216	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
244	OTU1217	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
245	OTU1218	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
246	OTU1219	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
247	OTU122	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
248	OTU1220	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
249	OTU1221	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
250	OTU1222	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
251	OTU1223	Eukaryota		Phaeophyceae					Phaeophyceae	Chromista	Ochrophyta	Phaeophyceae					Phaeophyceae	class	NCBI_annotation|do:Eukaryota|p:NA|c:Phaeophyceae|o:NA|f:NA|g:NA|s:NA
252	OTU1224	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
253	OTU1225	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
254	OTU1226	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
255	OTU1227	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
256	OTU1228	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
257	OTU1229	Eukaryota	Rotifera	Eurotatoria			Rotaria		Rotaria	Animalia	Rotifera	Eurotatoria	Bdelloidea	Philodinidae	Rotaria		Rotaria Scopoli, 1777	genus	NCBI_annotation|do:Eukaryota|p:Rotifera|c:Eurotatoria|o:NA|f:NA|g:Rotaria|s:NA
258	OTU123	Eukaryota	Oomycota		Myzocytiopsidales	Myzocytiopsidaceae	Chlamydomyzium	Chlamydomyzium_anomalum	Chlamydomyzium_anomalum	Chromista	Oomycota	Peronosporea	Peronosporales	Myzocytiopsidaceae	Chlamydomyzium	Chlamydomyzium anomalum	Chlamydomyzium anomalum (G.L.Barron) M.W.Dick	species	NCBI_annotation|do:Eukaryota|p:Oomycota|c:NA|o:Myzocytiopsidales|f:Myzocytiopsidaceae|g:Chlamydomyzium|s:Chlamydomyzium_anomalum
259	OTU1230	Eukaryota	Discosea	Flabellinia		Vannellidae	Ripella		Ripella	Protozoa	Amoebozoa	Discosea	Vannellida	Vannellidae	Ripella		Ripella Smirnov, Nassonova, Chao & Cavalier-Smith, 2007	genus	NCBI_annotation|do:Eukaryota|p:Discosea|c:Flabellinia|o:NA|f:Vannellidae|g:Ripella|s:NA
260	OTU1231	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
261	OTU1232	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
262	OTU1233	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
263	OTU1234	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
264	OTU1235	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
265	OTU1236	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
266	OTU1237	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
267	OTU1238	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
268	OTU1239	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
269	OTU124	Eukaryota	Ascomycota	Eurotiomycetes					Eurotiomycetes	Fungi	Ascomycota	Eurotiomycetes					Eurotiomycetes	class	NCBI_annotation|do:Eukaryota|p:Ascomycota|c:Eurotiomycetes|o:NA|f:NA|g:NA|s:NA
270	OTU1240	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
271	OTU1241	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
272	OTU1242	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
273	OTU1243	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
274	OTU1244	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
275	OTU1245	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
276	OTU1246	Eukaryota	Oomycota		Pythiales	Pythiaceae	Pythium		Pythium	Chromista	Oomycota	Peronosporea	Peronosporales	Pythiaceae	Pythium		Pythium Pringsheim, 1858	genus	NCBI_annotation|do:Eukaryota|p:Oomycota|c:NA|o:Pythiales|f:Pythiaceae|g:Pythium|s:NA
277	OTU1247	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
278	OTU1248	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
279	OTU1249	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
280	OTU125	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
281	OTU1250	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
282	OTU1251	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
283	OTU1252	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
284	OTU1253	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
285	OTU1254	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
286	OTU1255	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
287	OTU1256	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
288	OTU1257	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
289	OTU1258	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
290	OTU1259	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
291	OTU126	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
292	OTU1260	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
293	OTU1261	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
294	OTU1262	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
295	OTU1263	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
296	OTU1264	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
297	OTU1265	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
298	OTU1266	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
299	OTU1267	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
300	OTU1268	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
301	OTU1269	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
302	OTU127	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
303	OTU1270	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
304	OTU1271	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
305	OTU1272	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
306	OTU1273	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Ophidocladus	Ophidocladus simpliciusculus	Ophidocladus simpliciusculus	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Ophidocladus	Ophidocladus simpliciusculus	Ophidocladus simpliciusculus (P.Crouan & H.Crouan) Falkenb.	species	NCBI_annotation|do:Eukaryota|p:Rhodophyta|c:Florideophyceae|o:Ceramiales|f:Rhodomelaceae|g:Ophidocladus|s:Ophidocladus simpliciusculus
307	OTU1274	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
308	OTU1275	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
309	OTU1276	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
310	OTU1277	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
311	OTU1278	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
312	OTU1279	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
313	OTU128	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
314	OTU1280	Eukaryota	Oomycota		Peronosporales	Peronosporaceae	Phytophthora		Phytophthora	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Phytophthora		Phytophthora de Bary, 1876	genus	NCBI_annotation|do:Eukaryota|p:Oomycota|c:NA|o:Peronosporales|f:Peronosporaceae|g:Phytophthora|s:NA
315	OTU1281	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
316	OTU1282	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
317	OTU1283	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
318	OTU1284	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
